"Sample ID","Wavelength (nm)","Absorbance","NPOC","Standardized Absorbance (L mg-1 cm-1)"
"GB1",440,0.0553333333333333,212.66,0.000260196244396376
"GB1",441,0.0556666666666667,212.66,0.000261763691651776
"GB1",442,0.055,212.66,0.000258628797140976
"GB1",443,0.0543333333333333,212.66,0.000255493902630177
"GB1",444,0.0546666666666667,212.66,0.000257061349885576
"GB1",445,0.0546666666666667,212.66,0.000257061349885576
"GB1",446,0.0533333333333333,212.66,0.000250791560863977
"GB1",447,0.054,212.66,0.000253926455374777
"GB1",448,0.0533333333333333,212.66,0.000250791560863977
"GB1",449,0.0526666666666667,212.66,0.000247656666353177
"GB1",450,0.0523333333333333,212.66,0.000246089219097777
"GB1",451,0.0523333333333333,212.66,0.000246089219097777
"GB1",452,0.0523333333333333,212.66,0.000246089219097777
"GB1",453,0.052,212.66,0.000244521771842377
"GB1",454,0.0523333333333333,212.66,0.000246089219097777
"GB1",455,0.052,212.66,0.000244521771842377
"GB1",456,0.052,212.66,0.000244521771842377
"GB1",457,0.051,212.66,0.000239819430076178
"GB1",458,0.0516666666666667,212.66,0.000242954324586978
"GB1",459,0.0516666666666667,212.66,0.000242954324586978
"GB1",460,0.0506666666666667,212.66,0.000238251982820778
"GB1",461,0.0496666666666667,212.66,0.000233549641054579
"GB1",462,0.05,212.66,0.000235117088309978
"GB1",463,0.05,212.66,0.000235117088309978
"GB1",464,0.049,212.66,0.000230414746543779
"GB1",465,0.049,212.66,0.000230414746543779
"GB1",466,0.0483333333333333,212.66,0.000227279852032979
"GB1",467,0.0483333333333333,212.66,0.000227279852032979
"GB1",468,0.0486666666666667,212.66,0.000228847299288379
"GB1",469,0.049,212.66,0.000230414746543779
"GB1",470,0.048,212.66,0.000225712404777579
"GB1",471,0.0483333333333333,212.66,0.000227279852032979
"GB1",472,0.048,212.66,0.000225712404777579
"GB1",473,0.048,212.66,0.000225712404777579
"GB1",474,0.0473333333333333,212.66,0.00022257751026678
"GB1",475,0.0473333333333333,212.66,0.00022257751026678
"GB1",476,0.0466666666666667,212.66,0.00021944261575598
"GB1",477,0.046,212.66,0.00021630772124518
"GB1",478,0.0463333333333333,212.66,0.00021787516850058
"GB1",479,0.0463333333333333,212.66,0.00021787516850058
"GB1",480,0.0463333333333333,212.66,0.00021787516850058
"GB1",481,0.0473333333333333,212.66,0.00022257751026678
"GB1",482,0.0466666666666667,212.66,0.00021944261575598
"GB1",483,0.046,212.66,0.00021630772124518
"GB1",484,0.0453333333333333,212.66,0.00021317282673438
"GB1",485,0.0446666666666667,212.66,0.000210037932223581
"GB1",486,0.045,212.66,0.000211605379478981
"GB1",487,0.0453333333333333,212.66,0.00021317282673438
"GB1",488,0.045,212.66,0.000211605379478981
"GB1",489,0.044,212.66,0.000206903037712781
"GB1",490,0.044,212.66,0.000206903037712781
"GB1",491,0.0443333333333333,212.66,0.000208470484968181
"GB1",492,0.0443333333333333,212.66,0.000208470484968181
"GB1",493,0.0436666666666667,212.66,0.000205335590457381
"GB1",494,0.0433333333333333,212.66,0.000203768143201981
"GB1",495,0.043,212.66,0.000202200695946581
"GB1",496,0.0436666666666667,212.66,0.000205335590457381
"GB1",497,0.0443333333333333,212.66,0.000208470484968181
"GB1",498,0.0433333333333333,212.66,0.000203768143201981
"GB1",499,0.0436666666666667,212.66,0.000205335590457381
"GB1",500,0.043,212.66,0.000202200695946581
"GB1",501,0.0423333333333333,212.66,0.000199065801435782
"GB1",502,0.042,212.66,0.000197498354180382
"GB1",503,0.0426666666666667,212.66,0.000200633248691182
"GB1",504,0.042,212.66,0.000197498354180382
"GB1",505,0.0426666666666667,212.66,0.000200633248691182
"GB1",506,0.0423333333333333,212.66,0.000199065801435782
"GB1",507,0.0416666666666667,212.66,0.000195930906924982
"GB1",508,0.0416666666666667,212.66,0.000195930906924982
"GB1",509,0.0416666666666667,212.66,0.000195930906924982
"GB1",510,0.0416666666666667,212.66,0.000195930906924982
"GB1",511,0.042,212.66,0.000197498354180382
"GB1",512,0.0413333333333333,212.66,0.000194363459669582
"GB1",513,0.041,212.66,0.000192796012414182
"GB1",514,0.0413333333333333,212.66,0.000194363459669582
"GB1",515,0.0413333333333333,212.66,0.000194363459669582
"GB1",516,0.0413333333333333,212.66,0.000194363459669582
"GB1",517,0.0403333333333333,212.66,0.000189661117903383
"GB1",518,0.041,212.66,0.000192796012414182
"GB1",519,0.0403333333333333,212.66,0.000189661117903383
"GB1",520,0.04,212.66,0.000188093670647983
"GB1",521,0.04,212.66,0.000188093670647983
"GB1",522,0.0403333333333333,212.66,0.000189661117903383
"GB1",523,0.0403333333333333,212.66,0.000189661117903383
"GB1",524,0.04,212.66,0.000188093670647983
"GB1",525,0.0406666666666667,212.66,0.000191228565158782
"GB1",526,0.0403333333333333,212.66,0.000189661117903383
"GB1",527,0.0406666666666667,212.66,0.000191228565158782
"GB1",528,0.0403333333333333,212.66,0.000189661117903383
"GB1",529,0.0396666666666667,212.66,0.000186526223392583
"GB1",530,0.039,212.66,0.000183391328881783
"GB1",531,0.0396666666666667,212.66,0.000186526223392583
"GB1",532,0.04,212.66,0.000188093670647983
"GB1",533,0.0393333333333333,212.66,0.000184958776137183
"GB1",534,0.039,212.66,0.000183391328881783
"GB1",535,0.039,212.66,0.000183391328881783
"GB1",536,0.0393333333333333,212.66,0.000184958776137183
"GB1",537,0.039,212.66,0.000183391328881783
"GB1",538,0.0383333333333333,212.66,0.000180256434370983
"GB1",539,0.0386666666666667,212.66,0.000181823881626383
"GB1",540,0.039,212.66,0.000183391328881783
"GB1",541,0.039,212.66,0.000183391328881783
"GB1",542,0.0386666666666667,212.66,0.000181823881626383
"GB1",543,0.038,212.66,0.000178688987115584
"GB1",544,0.038,212.66,0.000178688987115584
"GB1",545,0.038,212.66,0.000178688987115584
"GB1",546,0.0373333333333333,212.66,0.000175554092604784
"GB1",547,0.037,212.66,0.000173986645349384
"GB1",548,0.0376666666666667,212.66,0.000177121539860184
"GB1",549,0.038,212.66,0.000178688987115584
"GB1",550,0.038,212.66,0.000178688987115584
"GB1",551,0.038,212.66,0.000178688987115584
"GB1",552,0.0376666666666667,212.66,0.000177121539860184
"GB1",553,0.0376666666666667,212.66,0.000177121539860184
"GB1",554,0.0376666666666667,212.66,0.000177121539860184
"GB1",555,0.0376666666666667,212.66,0.000177121539860184
"GB1",556,0.0366666666666667,212.66,0.000172419198093984
"GB1",557,0.0366666666666667,212.66,0.000172419198093984
"GB1",558,0.0366666666666667,212.66,0.000172419198093984
"GB1",559,0.037,212.66,0.000173986645349384
"GB1",560,0.0366666666666667,212.66,0.000172419198093984
"GB1",561,0.0366666666666667,212.66,0.000172419198093984
"GB1",562,0.0366666666666667,212.66,0.000172419198093984
"GB1",563,0.0363333333333333,212.66,0.000170851750838584
"GB1",564,0.036,212.66,0.000169284303583184
"GB1",565,0.0366666666666667,212.66,0.000172419198093984
"GB1",566,0.0363333333333333,212.66,0.000170851750838584
"GB1",567,0.0363333333333333,212.66,0.000170851750838584
"GB1",568,0.0363333333333333,212.66,0.000170851750838584
"GB1",569,0.0366666666666667,212.66,0.000172419198093984
"GB1",570,0.0363333333333333,212.66,0.000170851750838584
"GB1",571,0.0363333333333333,212.66,0.000170851750838584
"GB1",572,0.036,212.66,0.000169284303583184
"GB1",573,0.036,212.66,0.000169284303583184
"GB1",574,0.0353333333333333,212.66,0.000166149409072385
"GB1",575,0.0356666666666667,212.66,0.000167716856327785
"GB1",576,0.0363333333333333,212.66,0.000170851750838584
"GB1",577,0.035,212.66,0.000164581961816985
"GB1",578,0.0353333333333333,212.66,0.000166149409072385
"GB1",579,0.0353333333333333,212.66,0.000166149409072385
"GB1",580,0.0353333333333333,212.66,0.000166149409072385
"GB1",581,0.0353333333333333,212.66,0.000166149409072385
"GB1",582,0.0353333333333333,212.66,0.000166149409072385
"GB1",583,0.0346666666666667,212.66,0.000163014514561585
"GB1",584,0.0353333333333333,212.66,0.000166149409072385
"GB1",585,0.0353333333333333,212.66,0.000166149409072385
"GB1",586,0.0353333333333333,212.66,0.000166149409072385
"GB1",587,0.0353333333333333,212.66,0.000166149409072385
"GB1",588,0.0356666666666667,212.66,0.000167716856327785
"GB1",589,0.0353333333333333,212.66,0.000166149409072385
"GB1",590,0.0356666666666667,212.66,0.000167716856327785
"GB1",591,0.0353333333333333,212.66,0.000166149409072385
"GB1",592,0.0356666666666667,212.66,0.000167716856327785
"GB1",593,0.035,212.66,0.000164581961816985
"GB1",594,0.035,212.66,0.000164581961816985
"GB1",595,0.035,212.66,0.000164581961816985
"GB1",596,0.0353333333333333,212.66,0.000166149409072385
"GB1",597,0.0353333333333333,212.66,0.000166149409072385
"GB1",598,0.0343333333333333,212.66,0.000161447067306185
"GB1",599,0.0343333333333333,212.66,0.000161447067306185
"GB1",600,0.0353333333333333,212.66,0.000166149409072385
"GB1",601,0.0353333333333333,212.66,0.000166149409072385
"GB1",602,0.0353333333333333,212.66,0.000166149409072385
"GB1",603,0.0353333333333333,212.66,0.000166149409072385
"GB1",604,0.035,212.66,0.000164581961816985
"GB1",605,0.035,212.66,0.000164581961816985
"GB1",606,0.0346666666666667,212.66,0.000163014514561585
"GB1",607,0.0343333333333333,212.66,0.000161447067306185
"GB1",608,0.0343333333333333,212.66,0.000161447067306185
"GB1",609,0.0343333333333333,212.66,0.000161447067306185
"GB1",610,0.035,212.66,0.000164581961816985
"GB1",611,0.0343333333333333,212.66,0.000161447067306185
"GB1",612,0.0346666666666667,212.66,0.000163014514561585
"GB1",613,0.0343333333333333,212.66,0.000161447067306185
"GB1",614,0.0333333333333333,212.66,0.000156744725539986
"GB1",615,0.0336666666666667,212.66,0.000158312172795385
"GB1",616,0.0343333333333333,212.66,0.000161447067306185
"GB1",617,0.0343333333333333,212.66,0.000161447067306185
"GB1",618,0.034,212.66,0.000159879620050785
"GB1",619,0.0343333333333333,212.66,0.000161447067306185
"GB1",620,0.0343333333333333,212.66,0.000161447067306185
"GB1",621,0.0336666666666667,212.66,0.000158312172795385
"GB1",622,0.0336666666666667,212.66,0.000158312172795385
"GB1",623,0.034,212.66,0.000159879620050785
"GB1",624,0.0336666666666667,212.66,0.000158312172795385
"GB1",625,0.0336666666666667,212.66,0.000158312172795385
"GB1",626,0.034,212.66,0.000159879620050785
"GB1",627,0.0336666666666667,212.66,0.000158312172795385
"GB1",628,0.0336666666666667,212.66,0.000158312172795385
"GB1",629,0.0333333333333333,212.66,0.000156744725539986
"GB1",630,0.0333333333333333,212.66,0.000156744725539986
"GB1",631,0.033,212.66,0.000155177278284586
"GB1",632,0.0333333333333333,212.66,0.000156744725539986
"GB1",633,0.0333333333333333,212.66,0.000156744725539986
"GB1",634,0.0336666666666667,212.66,0.000158312172795385
"GB1",635,0.0336666666666667,212.66,0.000158312172795385
"GB1",636,0.0326666666666667,212.66,0.000153609831029186
"GB1",637,0.033,212.66,0.000155177278284586
"GB1",638,0.0323333333333333,212.66,0.000152042383773786
"GB1",639,0.0326666666666667,212.66,0.000153609831029186
"GB1",640,0.0323333333333333,212.66,0.000152042383773786
"GB1",641,0.0326666666666667,212.66,0.000153609831029186
"GB1",642,0.0333333333333333,212.66,0.000156744725539986
"GB1",643,0.033,212.66,0.000155177278284586
"GB1",644,0.033,212.66,0.000155177278284586
"GB1",645,0.033,212.66,0.000155177278284586
"GB1",646,0.0326666666666667,212.66,0.000153609831029186
"GB1",647,0.0326666666666667,212.66,0.000153609831029186
"GB1",648,0.033,212.66,0.000155177278284586
"GB1",649,0.033,212.66,0.000155177278284586
"GB1",650,0.0333333333333333,212.66,0.000156744725539986
"GB1",651,0.032,212.66,0.000150474936518386
"GB1",652,0.032,212.66,0.000150474936518386
"GB1",653,0.0323333333333333,212.66,0.000152042383773786
"GB1",654,0.0323333333333333,212.66,0.000152042383773786
"GB1",655,0.033,212.66,0.000155177278284586
"GB1",656,0.0326666666666667,212.66,0.000153609831029186
"GB1",657,0.033,212.66,0.000155177278284586
"GB1",658,0.0323333333333333,212.66,0.000152042383773786
"GB1",659,0.033,212.66,0.000155177278284586
"GB1",660,0.032,212.66,0.000150474936518386
"GB1",661,0.033,212.66,0.000155177278284586
"GB1",662,0.033,212.66,0.000155177278284586
"GB1",663,0.0326666666666667,212.66,0.000153609831029186
"GB1",664,0.0326666666666667,212.66,0.000153609831029186
"GB1",665,0.033,212.66,0.000155177278284586
"GB1",666,0.032,212.66,0.000150474936518386
"GB1",667,0.032,212.66,0.000150474936518386
"GB1",668,0.032,212.66,0.000150474936518386
"GB1",669,0.032,212.66,0.000150474936518386
"GB1",670,0.0313333333333333,212.66,0.000147340042007586
"GB1",671,0.032,212.66,0.000150474936518386
"GB1",672,0.0326666666666667,212.66,0.000153609831029186
"GB1",673,0.0316666666666667,212.66,0.000148907489262986
"GB1",674,0.032,212.66,0.000150474936518386
"GB1",675,0.032,212.66,0.000150474936518386
"GB1",676,0.032,212.66,0.000150474936518386
"GB1",677,0.0333333333333333,212.66,0.000156744725539986
"GB1",678,0.0323333333333333,212.66,0.000152042383773786
"GB1",679,0.0326666666666667,212.66,0.000153609831029186
"GB1",680,0.032,212.66,0.000150474936518386
"GB1",681,0.0316666666666667,212.66,0.000148907489262986
"GB1",682,0.0323333333333333,212.66,0.000152042383773786
"GB1",683,0.0326666666666667,212.66,0.000153609831029186
"GB1",684,0.0316666666666667,212.66,0.000148907489262986
"GB1",685,0.0313333333333333,212.66,0.000147340042007586
"GB1",686,0.032,212.66,0.000150474936518386
"GB1",687,0.0323333333333333,212.66,0.000152042383773786
"GB1",688,0.0316666666666667,212.66,0.000148907489262986
"GB1",689,0.031,212.66,0.000145772594752187
"GB1",690,0.0316666666666667,212.66,0.000148907489262986
"GB1",691,0.0316666666666667,212.66,0.000148907489262986
"GB1",692,0.0316666666666667,212.66,0.000148907489262986
"GB1",693,0.0326666666666667,212.66,0.000153609831029186
"GB1",694,0.0326666666666667,212.66,0.000153609831029186
"GB1",695,0.032,212.66,0.000150474936518386
"GB1",696,0.0323333333333333,212.66,0.000152042383773786
"GB1",697,0.0326666666666667,212.66,0.000153609831029186
"GB1",698,0.033,212.66,0.000155177278284586
"GB1",699,0.0326666666666667,212.66,0.000153609831029186
"GB1",700,0.0313333333333333,212.66,0.000147340042007586
"GB1",701,0.0313333333333333,212.66,0.000147340042007586
"GB1",702,0.032,212.66,0.000150474936518386
"GB1",703,0.032,212.66,0.000150474936518386
"GB1",704,0.0326666666666667,212.66,0.000153609831029186
"GB1",705,0.0316666666666667,212.66,0.000148907489262986
"GB1",706,0.032,212.66,0.000150474936518386
"GB1",707,0.0316666666666667,212.66,0.000148907489262986
"GB1",708,0.0326666666666667,212.66,0.000153609831029186
"GB1",709,0.0323333333333333,212.66,0.000152042383773786
"GB1",710,0.033,212.66,0.000155177278284586
"GB1",711,0.0323333333333333,212.66,0.000152042383773786
"GB1",712,0.0333333333333333,212.66,0.000156744725539986
"GB1",713,0.0333333333333333,212.66,0.000156744725539986
"GB1",714,0.0336666666666667,212.66,0.000158312172795385
"GB1",715,0.034,212.66,0.000159879620050785
"GB1",716,0.033,212.66,0.000155177278284586
"GB1",717,0.0333333333333333,212.66,0.000156744725539986
"GB1",718,0.033,212.66,0.000155177278284586
"GB1",719,0.0333333333333333,212.66,0.000156744725539986
"GB1",720,0.0336666666666667,212.66,0.000158312172795385
"GB1",721,0.0333333333333333,212.66,0.000156744725539986
"GB1",722,0.035,212.66,0.000164581961816985
"GB1",723,0.0346666666666667,212.66,0.000163014514561585
"GB1",724,0.0346666666666667,212.66,0.000163014514561585
"GB1",725,0.0346666666666667,212.66,0.000163014514561585
"GB1",726,0.0346666666666667,212.66,0.000163014514561585
"GB1",727,0.0356666666666667,212.66,0.000167716856327785
"GB1",728,0.0356666666666667,212.66,0.000167716856327785
"GB1",729,0.036,212.66,0.000169284303583184
"GB1",730,0.036,212.66,0.000169284303583184
"GB1",731,0.036,212.66,0.000169284303583184
